Datetime,PJME_MW,source_count,was_missing,was_duplicate,PJME_MW_clean,was_imputed
2002-01-01 01:00:00,30393.0,1,False,False,30393.0,False
2002-01-01 02:00:00,29265.0,1,False,False,29265.0,False
2002-01-01 03:00:00,28357.0,1,False,False,28357.0,False
2002-01-01 04:00:00,27899.0,1,False,False,27899.0,False
2002-01-01 05:00:00,28057.0,1,False,False,28057.0,False
2002-01-01 06:00:00,28654.0,1,False,False,28654.0,False
2002-01-01 07:00:00,29308.0,1,False,False,29308.0,False
2002-01-01 08:00:00,29595.0,1,False,False,29595.0,False
2002-01-01 09:00:00,29943.0,1,False,False,29943.0,False
2002-01-01 10:00:00,30692.0,1,False,False,30692.0,False
2002-01-01 11:00:00,31395.0,1,False,False,31395.0,False
2002-01-01 12:00:00,31496.0,1,False,False,31496.0,False
2002-01-01 13:00:00,31031.0,1,False,False,31031.0,False
2002-01-01 14:00:00,30360.0,1,False,False,30360.0,False
2002-01-01 15:00:00,29798.0,1,False,False,29798.0,False
2002-01-01 16:00:00,29720.0,1,False,False,29720.0,False
2002-01-01 17:00:00,31271.0,1,False,False,31271.0,False
2002-01-01 18:00:00,35103.0,1,False,False,35103.0,False
2002-01-01 19:00:00,35732.0,1,False,False,35732.0,False
2002-01-01 20:00:00,35639.0,1,False,False,35639.0,False
2002-01-01 21:00:00,35285.0,1,False,False,35285.0,False
2002-01-01 22:00:00,34007.0,1,False,False,34007.0,False
2002-01-01 23:00:00,31857.0,1,False,False,31857.0,False
2002-01-02 00:00:00,29563.0,1,False,False,29563.0,False
2002-01-02 01:00:00,28121.0,1,False,False,28121.0,False
2002-01-02 02:00:00,27437.0,1,False,False,27437.0,False
2002-01-02 03:00:00,27301.0,1,False,False,27301.0,False
2002-01-02 04:00:00,27533.0,1,False,False,27533.0,False
2002-01-02 05:00:00,28405.0,1,False,False,28405.0,False
2002-01-02 06:00:00,30748.0,1,False,False,30748.0,False
2002-01-02 07:00:00,34725.0,1,False,False,34725.0,False
2002-01-02 08:00:00,37313.0,1,False,False,37313.0,False
2002-01-02 09:00:00,37322.0,1,False,False,37322.0,False
2002-01-02 10:00:00,37035.0,1,False,False,37035.0,False
2002-01-02 11:00:00,36758.0,1,False,False,36758.0,False
2002-01-02 12:00:00,36284.0,1,False,False,36284.0,False
2002-01-02 13:00:00,35548.0,1,False,False,35548.0,False
2002-01-02 14:00:00,34978.0,1,False,False,34978.0,False
2002-01-02 15:00:00,34304.0,1,False,False,34304.0,False
2002-01-02 16:00:00,34169.0,1,False,False,34169.0,False
2002-01-02 17:00:00,35674.0,1,False,False,35674.0,False
2002-01-02 18:00:00,39532.0,1,False,False,39532.0,False
2002-01-02 19:00:00,40002.0,1,False,False,40002.0,False
2002-01-02 20:00:00,39484.0,1,False,False,39484.0,False
2002-01-02 21:00:00,38693.0,1,False,False,38693.0,False
2002-01-02 22:00:00,37016.0,1,False,False,37016.0,False
2002-01-02 23:00:00,34332.0,1,False,False,34332.0,False
2002-01-03 00:00:00,31451.0,1,False,False,31451.0,False
2002-01-03 01:00:00,29414.0,1,False,False,29414.0,False
2002-01-03 02:00:00,28537.0,1,False,False,28537.0,False
2002-01-03 03:00:00,28118.0,1,False,False,28118.0,False
2002-01-03 04:00:00,28106.0,1,False,False,28106.0,False
2002-01-03 05:00:00,28650.0,1,False,False,28650.0,False
2002-01-03 06:00:00,30687.0,1,False,False,30687.0,False
2002-01-03 07:00:00,34696.0,1,False,False,34696.0,False
2002-01-03 08:00:00,37196.0,1,False,False,37196.0,False
2002-01-03 09:00:00,37436.0,1,False,False,37436.0,False
2002-01-03 10:00:00,37323.0,1,False,False,37323.0,False
2002-01-03 11:00:00,37198.0,1,False,False,37198.0,False
2002-01-03 12:00:00,36548.0,1,False,False,36548.0,False
2002-01-03 13:00:00,36024.0,1,False,False,36024.0,False
2002-01-03 14:00:00,35186.0,1,False,False,35186.0,False
2002-01-03 15:00:00,34478.0,1,False,False,34478.0,False
2002-01-03 16:00:00,34497.0,1,False,False,34497.0,False
2002-01-03 17:00:00,35807.0,1,False,False,35807.0,False
2002-01-03 18:00:00,39261.0,1,False,False,39261.0,False
2002-01-03 19:00:00,39662.0,1,False,False,39662.0,False
2002-01-03 20:00:00,39177.0,1,False,False,39177.0,False
2002-01-03 21:00:00,38328.0,1,False,False,38328.0,False
2002-01-03 22:00:00,36636.0,1,False,False,36636.0,False
2002-01-03 23:00:00,33869.0,1,False,False,33869.0,False
2002-01-04 00:00:00,31038.0,1,False,False,31038.0,False
2002-01-04 01:00:00,29338.0,1,False,False,29338.0,False
2002-01-04 02:00:00,28421.0,1,False,False,28421.0,False
2002-01-04 03:00:00,28145.0,1,False,False,28145.0,False
2002-01-04 04:00:00,28122.0,1,False,False,28122.0,False
2002-01-04 05:00:00,28637.0,1,False,False,28637.0,False
2002-01-04 06:00:00,30540.0,1,False,False,30540.0,False
2002-01-04 07:00:00,34579.0,1,False,False,34579.0,False
2002-01-04 08:00:00,36958.0,1,False,False,36958.0,False
2002-01-04 09:00:00,36721.0,1,False,False,36721.0,False
2002-01-04 10:00:00,36318.0,1,False,False,36318.0,False
2002-01-04 11:00:00,35809.0,1,False,False,35809.0,False
2002-01-04 12:00:00,35333.0,1,False,False,35333.0,False
2002-01-04 13:00:00,34639.0,1,False,False,34639.0,False
2002-01-04 14:00:00,34237.0,1,False,False,34237.0,False
2002-01-04 15:00:00,33577.0,1,False,False,33577.0,False
2002-01-04 16:00:00,33352.0,1,False,False,33352.0,False
2002-01-04 17:00:00,34563.0,1,False,False,34563.0,False
2002-01-04 18:00:00,37710.0,1,False,False,37710.0,False
2002-01-04 19:00:00,38263.0,1,False,False,38263.0,False
2002-01-04 20:00:00,37539.0,1,False,False,37539.0,False
2002-01-04 21:00:00,36762.0,1,False,False,36762.0,False
2002-01-04 22:00:00,35368.0,1,False,False,35368.0,False
2002-01-04 23:00:00,33202.0,1,False,False,33202.0,False
2002-01-05 00:00:00,30924.0,1,False,False,30924.0,False
2002-01-05 01:00:00,28635.0,1,False,False,28635.0,False
2002-01-05 02:00:00,27501.0,1,False,False,27501.0,False
2002-01-05 03:00:00,27034.0,1,False,False,27034.0,False
2002-01-05 04:00:00,26669.0,1,False,False,26669.0,False
2002-01-05 05:00:00,26822.0,1,False,False,26822.0,False
2002-01-05 06:00:00,27399.0,1,False,False,27399.0,False
2002-01-05 07:00:00,28557.0,1,False,False,28557.0,False
2002-01-05 08:00:00,29709.0,1,False,False,29709.0,False
2002-01-05 09:00:00,31241.0,1,False,False,31241.0,False
2002-01-05 10:00:00,32375.0,1,False,False,32375.0,False
2002-01-05 11:00:00,32490.0,1,False,False,32490.0,False
2002-01-05 12:00:00,31933.0,1,False,False,31933.0,False
2002-01-05 13:00:00,31099.0,1,False,False,31099.0,False
2002-01-05 14:00:00,30399.0,1,False,False,30399.0,False
2002-01-05 15:00:00,29551.0,1,False,False,29551.0,False
2002-01-05 16:00:00,29299.0,1,False,False,29299.0,False
2002-01-05 17:00:00,30729.0,1,False,False,30729.0,False
2002-01-05 18:00:00,33846.0,1,False,False,33846.0,False
2002-01-05 19:00:00,34092.0,1,False,False,34092.0,False
2002-01-05 20:00:00,33684.0,1,False,False,33684.0,False
2002-01-05 21:00:00,33033.0,1,False,False,33033.0,False
2002-01-05 22:00:00,32022.0,1,False,False,32022.0,False
2002-01-05 23:00:00,30680.0,1,False,False,30680.0,False
2002-01-06 00:00:00,29011.0,1,False,False,29011.0,False
2002-01-06 01:00:00,27100.0,1,False,False,27100.0,False
2002-01-06 02:00:00,26097.0,1,False,False,26097.0,False
2002-01-06 03:00:00,25793.0,1,False,False,25793.0,False
2002-01-06 04:00:00,25657.0,1,False,False,25657.0,False
2002-01-06 05:00:00,25778.0,1,False,False,25778.0,False
2002-01-06 06:00:00,26396.0,1,False,False,26396.0,False
2002-01-06 07:00:00,27143.0,1,False,False,27143.0,False
2002-01-06 08:00:00,28059.0,1,False,False,28059.0,False
2002-01-06 09:00:00,29379.0,1,False,False,29379.0,False
2002-01-06 10:00:00,30744.0,1,False,False,30744.0,False
2002-01-06 11:00:00,31051.0,1,False,False,31051.0,False
2002-01-06 12:00:00,31040.0,1,False,False,31040.0,False
2002-01-06 13:00:00,31139.0,1,False,False,31139.0,False
2002-01-06 14:00:00,31233.0,1,False,False,31233.0,False
2002-01-06 15:00:00,31375.0,1,False,False,31375.0,False
2002-01-06 16:00:00,32003.0,1,False,False,32003.0,False
2002-01-06 17:00:00,33899.0,1,False,False,33899.0,False
2002-01-06 18:00:00,35900.0,1,False,False,35900.0,False
2002-01-06 19:00:00,35971.0,1,False,False,35971.0,False
2002-01-06 20:00:00,35306.0,1,False,False,35306.0,False
2002-01-06 21:00:00,34315.0,1,False,False,34315.0,False
2002-01-06 22:00:00,32731.0,1,False,False,32731.0,False
2002-01-06 23:00:00,30646.0,1,False,False,30646.0,False
2002-01-07 00:00:00,28337.0,1,False,False,28337.0,False
2002-01-07 01:00:00,26862.0,1,False,False,26862.0,False
2002-01-07 02:00:00,25976.0,1,False,False,25976.0,False
2002-01-07 03:00:00,25641.0,1,False,False,25641.0,False
2002-01-07 04:00:00,25666.0,1,False,False,25666.0,False
2002-01-07 05:00:00,26328.0,1,False,False,26328.0,False
2002-01-07 06:00:00,28267.0,1,False,False,28267.0,False
2002-01-07 07:00:00,31938.0,1,False,False,31938.0,False
2002-01-07 08:00:00,34678.0,1,False,False,34678.0,False
2002-01-07 09:00:00,35349.0,1,False,False,35349.0,False
2002-01-07 10:00:00,35542.0,1,False,False,35542.0,False
2002-01-07 11:00:00,35857.0,1,False,False,35857.0,False
2002-01-07 12:00:00,35787.0,1,False,False,35787.0,False
2002-01-07 13:00:00,35790.0,1,False,False,35790.0,False
2002-01-07 14:00:00,35594.0,1,False,False,35594.0,False
2002-01-07 15:00:00,35527.0,1,False,False,35527.0,False
2002-01-07 16:00:00,35489.0,1,False,False,35489.0,False
2002-01-07 17:00:00,36530.0,1,False,False,36530.0,False
2002-01-07 18:00:00,39140.0,1,False,False,39140.0,False
2002-01-07 19:00:00,39581.0,1,False,False,39581.0,False
2002-01-07 20:00:00,38780.0,1,False,False,38780.0,False
2002-01-07 21:00:00,37777.0,1,False,False,37777.0,False
2002-01-07 22:00:00,35997.0,1,False,False,35997.0,False
2002-01-07 23:00:00,33579.0,1,False,False,33579.0,False
2002-01-08 00:00:00,31187.0,1,False,False,31187.0,False
2002-01-08 01:00:00,29445.0,1,False,False,29445.0,False
2002-01-08 02:00:00,28670.0,1,False,False,28670.0,False
2002-01-08 03:00:00,28375.0,1,False,False,28375.0,False
2002-01-08 04:00:00,28542.0,1,False,False,28542.0,False
2002-01-08 05:00:00,29261.0,1,False,False,29261.0,False
2002-01-08 06:00:00,31348.0,1,False,False,31348.0,False
2002-01-08 07:00:00,35335.0,1,False,False,35335.0,False
2002-01-08 08:00:00,37841.0,1,False,False,37841.0,False
2002-01-08 09:00:00,37417.0,1,False,False,37417.0,False
2002-01-08 10:00:00,36824.0,1,False,False,36824.0,False
2002-01-08 11:00:00,36504.0,1,False,False,36504.0,False
2002-01-08 12:00:00,35741.0,1,False,False,35741.0,False
